Date,V
2025-08-07,330.1705017089844
2025-08-08,334.8333740234375
2025-08-11,333.9584655761719
2025-08-12,335.3827209472656
2025-08-13,341.1693115234375
2025-08-14,344.0974426269531
2025-08-15,343.0815734863281
2025-08-18,341.3585205078125
2025-08-19,341.0697326660156
2025-08-20,342.5437316894531
2025-08-21,342.3047180175781
2025-08-22,348.6291198730469
2025-08-25,347.4140319824219
2025-08-26,349.7644958496094
2025-08-27,348.9378662109375
2025-08-28,348.4498291015625
2025-08-29,350.36212158203125
2025-09-02,348.65899658203125
2025-09-03,349.4557800292969
2025-09-04,349.5752868652344
2025-09-05,341.83660888671875
2025-09-08,340.9203186035156
2025-09-09,342.6034851074219
2025-09-10,336.75714111328125
2025-09-11,342.10552978515625
2025-09-12,338.0618896484375
2025-09-15,337.6833801269531
2025-09-16,338.65948486328125
2025-09-17,344.8045959472656
2025-09-18,336.8169250488281
2025-09-19,340.2330627441406
2025-09-22,342.97198486328125
2025-09-23,337.3348388671875
2025-09-24,337.31488037109375
2025-09-25,333.58001708984375
2025-09-26,336.01019287109375
2025-09-29,338.7889404296875
2025-09-30,340.0040283203125
2025-10-01,346.4280090332031
2025-10-02,344.55560302734375
2025-10-03,348.4299011230469
2025-10-06,347.8721923828125
2025-10-07,350.9995422363281
2025-10-08,349.94378662109375
2025-10-09,345.6412353515625
2025-10-10,342.2648620605469
2025-10-13,341.916259765625
2025-10-14,346.975830078125
2025-10-15,344.2966613769531
2025-10-16,334.0481262207031
2025-10-17,340.511962890625
2025-10-20,343.0218200683594
2025-10-21,345.8105163574219
2025-10-22,343.96795654296875
2025-10-23,344.5655517578125
2025-10-24,345.9798583984375
2025-10-27,346.4180603027344
2025-10-28,345.50177001953125
2025-10-29,339.9044189453125
2025-10-30,343.6393127441406
2025-10-31,339.3666076660156
2025-11-03,335.5420837402344
2025-11-04,338.9283447265625
2025-11-05,338.66943359375
2025-11-06,335.6018371582031
2025-11-07,334.6656188964844
2025-11-10,333.5003356933594
2025-11-11,337.553955078125
2025-11-12,338.1826477050781
2025-11-13,335.3883972167969
2025-11-14,329.3408508300781
2025-11-17,325.07965087890625
2025-11-18,320.51904296875
2025-11-19,323.4530029296875
2025-11-20,323.1037292480469
2025-11-21,327.3050842285156
2025-11-24,328.6223449707031
2025-11-25,333.8415832519531
2025-11-26,333.1031188964844
2025-11-28,333.75177001953125
2025-12-01,329.7101135253906
2025-12-02,328.9416809082031
2025-12-03,328.93170166015625
2025-12-04,326.4268798828125
2025-12-05,330.558349609375
2025-12-08,326.16741943359375
2025-12-09,325.828125
2025-12-10,325.0596923828125
2025-12-11,344.91876220703125
2025-12-12,347.11419677734375
2025-12-15,346.1761779785156
2025-12-16,344.3998107910156
2025-12-17,343.7012634277344
2025-12-18,345.2979736328125
2025-12-19,348.5312805175781
2025-12-22,351.3654479980469
2025-12-23,352.6528015136719
2025-12-24,354.4091796875
2025-12-26,354.26947021484375
2025-12-29,353.8802490234375
2025-12-30,352.8923034667969
2025-12-31,349.98828125
